LinearRegression,SVR,KNeighborsRegressor,MLPRegressor,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,GradientBoostingRegressor,LGBMRegressor,XGBRegressor
5.436208665765626,5.314748414332113,5.504837465012123,5.3528546851010415,5.418209283855089,5.431715857928965,5.444943820224719,5.469281628985644,5.306264932959447,5.0738487
5.291887693099501,5.309419521525824,5.309406813246233,5.335912153113368,5.142702609181958,5.253126563281642,5.340974212034384,5.401086709954784,5.079617224432182,5.1531744
5.430066583103455,5.135814212817231,5.368059400845062,5.3708334822441515,5.371085537315573,5.302151075537768,5.554502369668247,5.335423644704616,5.275652048374652,5.4839573
5.314363376931284,5.06447192038446,5.099069529726585,5.256567839972414,5.111510825943816,5.075537768884441,5.484076433121018,5.145247885673703,5.216915022964604,5.149257
5.664342434744038,5.320247288743404,5.449666392494968,5.648100356001695,5.453708294650856,5.375187593796898,5.444943820224719,5.4381400149157955,5.377210733840618,5.1264057
5.2802753704654375,5.277532054742369,5.2246334953525615,5.368293048679711,5.184818449390833,5.109554777388693,5.173333333333333,5.1239614493048204,5.220166352217236,4.928233
5.741488455943062,5.606325433537396,5.881809806401613,5.720080584604328,5.689605241626402,5.580290145072538,5.643518518518517,5.702271212692209,5.45718486235162,5.384313
5.361034989436819,4.8473275622369405,5.083993695302164,5.0034051349309205,5.148062873625297,5.144572286143071,5.24,5.121123797384695,5.079319046796363,5.0610423
5.337708587855922,5.362945471917858,5.627963666606697,5.547904829655658,5.5540142392152285,5.516258129064534,5.594936708860757,5.566463967836122,5.556908303231824,5.644087
5.338067944767441,5.2845290687803566,5.428316046881042,5.356316060699264,5.336987491849838,5.392696348174087,5.5137254901960775,5.3999192600749994,5.345951701310992,5.238672
5.396768650194079,5.225175203805292,5.3562904464680825,5.331620096440715,5.161971711002726,5.298149074537268,5.423529411764706,5.42122746222354,5.151895848445282,5.26572
5.3334078498468624,5.515971089884236,5.741424632304879,5.4935890515715,5.5197762297520905,5.599299649824912,5.394366197183099,5.555483746729237,5.791519787381325,5.6566887
5.147550962138167,5.063258988548946,5.358952315557441,5.245350834751103,5.212273641452078,5.361180590295149,5.297619047619048,5.339314052798522,5.427681522404014,5.3538647
5.4058462928869195,4.6615882565790425,5.279933994483237,4.868929787057686,4.762886597938143,4.896448224112056,4.7844827586206895,4.72993612646587,4.649909074600091,5.1018724
5.342552006296339,5.399820365193217,5.82496788208341,5.4058572387677515,5.673693830545149,5.703851925962981,5.554502369668247,5.474034789752245,5.952639592286463,6.208179
5.435878047866557,5.0487420618098815,5.2601337818927965,5.308807946530593,5.597129689375318,5.773886943471737,5.34948096885813,5.646304763613489,5.5910453331414605,5.7428036
4.97806719391105,5.008356899490849,5.409202369914134,5.106008360330132,5.061091453040834,4.96048024012006,5.201492537313434,4.9611460675697385,5.004995958313192,5.0530972
5.0228923103989525,5.078349705008784,5.249321456827809,5.147694991025778,4.878597256215877,4.937968984492247,5.294736842105263,5.072461532613397,5.0230141864255184,4.8429418
5.600026122640308,4.8117193888319125,5.048506111988004,5.071511773187226,5.078070450957049,5.0670335167583795,5.25925925925926,5.091018358805584,5.0364190617530395,5.1636004
5.305722018082384,5.081436440329841,5.560613183669656,5.22173634624712,5.35623159572321,5.3826913456728365,5.4271186440677965,5.297500273776062,5.347339985150991,5.3867826
4.867902862821488,5.0414743588622954,5.104027442038628,5.020430589312271,5.0029005152496,5.038519259629815,5.22279792746114,5.12979086315124,5.035483204354577,5.1250405
5.500683353380354,5.417003369548332,5.731309170387902,5.598586353744934,5.678374041661412,5.628314157078539,5.56,5.730711424730054,5.777665968640053,5.8239775
5.863506431939553,5.262148775305199,5.192119250783306,5.495099334045988,5.1340206185567006,5.021010505252626,5.375,5.130608771287914,4.947511958068924,4.9284434
5.010063123200228,4.927107426289647,5.3486206979515005,4.85707024452609,5.060783146333528,4.872936468234117,5.24468085106383,4.992702249728219,5.129884288075014,5.073726
5.261604875581128,4.9320310890583405,5.2404641760231465,5.288366110014239,5.1383942517963135,5.325162581290647,5.4271186440677965,5.165326524597655,5.2176040941161785,5.7846537
5.692396155022519,5.429805949064081,5.82440989507238,5.667627427353668,5.369415807560136,5.449224612306153,5.703703703703702,5.609513938640096,5.597538096266074,5.372627
5.3842759441074035,5.1606204181872615,5.505474291616221,5.397595792031388,5.339995140576028,5.36368184092046,5.554502369668247,5.392593770816731,5.202161784107658,5.2000937
5.088855587818991,4.918178659823031,5.239680127397756,4.895594966622141,5.087492945000506,5.465232616308154,5.181434599156118,5.450513553592877,5.130629142568701,5.416296
5.22342950962458,5.2840589630164905,6.0,5.335898738630238,5.919411763460071,5.871935967983992,5.484076433121018,5.5205422997222415,5.790919571075111,5.999658
5.358688111806626,5.346916733608129,5.516386700417801,5.536506188782722,5.484499226363362,5.473236618309156,5.494594594594594,5.405832501490519,5.284641676857823,5.603874
5.64714632701047,5.4193402493666705,5.57580564454044,5.697661505067487,5.7392255392192535,5.715857928964483,5.717277486910994,5.698440129809956,5.615770581065296,6.043215
5.244288706788789,5.1644211036635905,6.0,5.293053955454501,5.8413036532625435,5.8414207103551785,5.603864734299517,5.559518473620623,5.83040859562001,5.9990573
5.06317048750493,5.100649122041907,5.36742045589608,5.186040912266791,5.168338209676175,5.107053526763382,5.299694189602446,5.1648502127052245,5.191232276371892,5.3603125
5.1013830090078045,5.320862088743191,5.331531939699352,4.977658634161469,5.192497779837058,5.136068034017009,5.354838709677419,5.183863223876499,5.139981495202972,5.3318634
5.04554457613571,5.186914916622067,5.51890921452286,5.214001653667867,5.304442582259697,5.243121560780391,5.352112676056338,5.169810864739858,5.142992490419268,5.133465
4.726853316229703,5.043833264955309,5.0,4.607727666120462,5.021723122238586,5.0280140070035015,5.254545454545455,5.054151018356557,5.058292103050384,4.975869
5.274318472568765,5.208577831197862,5.4030566086219975,5.396453944309141,5.144068237237523,5.142571285642823,5.301075268817204,5.2421839375649695,5.142025190112954,4.9996157
5.586385188250567,4.787147700840685,5.396556510800767,5.699070253929544,5.3270931797690455,5.3951975987994025,5.461847389558233,5.508275038009236,5.3833081472998074,5.2969933
5.44045046726463,5.57828985370499,5.606495140654527,5.5523044151637695,5.691800668901139,5.7398699349674835,5.559895833333332,5.662371917372253,5.6975319971216045,6.0116887
5.1527978988519605,5.098164543017796,5.3757202716427175,5.205269590747583,5.2239831968236725,5.052526263131567,5.340974212034384,5.1376260282163635,5.004456994391454,5.179711
5.674917649818408,5.884289967779237,5.638425873940101,5.8211081006194245,5.6875199685766695,5.722861430715357,5.494594594594594,5.775081982107447,5.761838602493702,5.775772
5.674917649818408,5.884289967779237,5.638425873940101,5.8211081006194245,5.6875199685766695,5.722861430715357,5.494594594594594,5.775081982107447,5.761838602493702,5.775772
4.955288467886963,4.798831337643043,4.964743310086557,4.703538279557502,5.003947255493646,4.985492746373187,4.755102040816326,5.059873473414451,4.731650849461001,4.8764176
5.104986339910072,5.2309474293060365,5.10320012136632,5.148395946935991,5.142077021152815,4.967983991995998,5.205741626794258,4.970316958115831,4.725957412770003,4.999153
5.228264531134477,4.954328759998408,5.0869241246552805,5.126938513838767,5.209088505995722,5.117558779389696,5.34948096885813,5.180741607607018,5.229901311959983,5.247121
4.94208887191638,5.050967439378058,5.0385433045113945,4.96863627362413,5.041246508439703,5.1435717858929495,5.222972972972973,5.325880585612784,5.210846280175391,5.312549
6.172661052526383,6.201045783393412,6.153563130063198,6.193901066963981,6.053264604810996,6.105552776388192,6.16326530612245,6.063675861739088,6.132239908074857,5.6774945
6.172661052526383,6.201045783393412,6.153563130063198,6.193901066963981,6.053264604810996,6.105552776388192,6.16326530612245,6.063675861739088,6.132239908074857,5.6774945
5.179856648490673,5.275233597822247,5.476866604336983,5.3306183189916565,5.419085643060347,5.370685342671336,5.4423076923076925,5.4294802762006675,5.244381790193925,5.2881274
5.354693694554583,4.889348346698124,5.219608505957587,5.524958639361122,5.108930196503034,5.1440720360180086,5.290816326530612,5.192168017817383,5.0845505856473245,4.964395
6.886746646836143,6.369919816297448,6.221700614253839,6.863328084342864,6.666666666666668,6.52176088044022,6.578947368421053,6.475248276749434,6.7466091442339335,6.753344
5.035233728416836,4.945660012928366,5.2708404792122625,5.032943884278212,5.0505956848118245,5.2781390695347685,5.336363636363637,5.191122700965511,5.0489815841603916,5.1808066
5.1537745609949255,5.403249447093972,5.239692971108957,4.987994310753732,5.278225754772146,5.12256128064032,5.3809523809523805,5.3481775690529245,4.981375648721605,4.9772205
5.586771565460927,5.520791293184855,5.686533451483022,5.7556474022566775,5.635147736951863,5.555277638819409,5.816091954022987,5.518360260800712,5.499222324450228,5.346678
5.737871818003536,5.4471760133221565,5.7277798782242355,5.579457288578347,5.451595735307075,5.362681340670335,5.4944444444444445,5.456895942677095,5.169830304142012,5.3619533
5.779597835463884,5.549891297778085,5.361573989213459,4.362057617795932,5.2130584192439855,5.3851925962981495,5.4227642276422765,5.55501921460898,5.542058085610347,5.777442
5.5632167216320285,5.063739500099296,5.18436569990051,5.540551245917329,5.12680412371134,5.3696848424212105,5.873737373737375,5.429249137072475,5.444853442452732,4.999115
5.5909675763633,5.095741523819063,5.201496534115583,5.5511264972155665,5.086769759450172,5.211105552776388,5.817647058823527,5.304324483353262,5.347680390793969,5.1738567
5.075072318659839,4.833063167623825,5.135619928275367,4.8748486401735365,4.933645112726584,4.957978989494747,5.190476190476192,4.975211316312305,4.9210939375533425,5.0136733
4.903426068342247,4.97358229401204,5.307950536387837,5.078770491397382,5.2950535318295175,5.142571285642823,5.359813084112148,5.2151016025991765,5.264137131753091,5.2081666
5.702763011311414,4.4959575554888485,5.31052305427791,5.66707930953408,5.107330597709742,5.147073536768384,5.446384039900249,5.250280777598528,5.099526910532001,5.4743247
5.559105151143627,5.600371182795756,5.880041737895278,5.621324199350903,5.650633983222313,5.6538269134567285,5.715909090909091,5.65411956923966,5.809589716323968,5.705589
5.109976967439602,5.121632754211678,5.14468235527416,5.23922396168896,5.217779660615955,5.175587793896948,5.337837837837838,5.31036323780409,5.126461880642162,5.148119
5.051477778161422,5.105781997148731,5.366821237229709,5.0819737189861325,5.222382815583703,5.222611305652826,5.378531073446329,5.173930054105131,5.301805715435263,5.1088595
5.170475860182607,5.1916639372369175,5.3889032395111,5.242106433268403,5.31691295495496,5.191095547773887,5.394578313253012,5.094842182621067,5.263652653665889,5.081839
5.455739144534792,5.505574742236968,5.552008295601156,5.440796378719401,5.338013587083304,5.507253626813407,5.554502369668247,5.434120358056814,5.599650265427536,5.392899
5.398825686113162,5.318487327050572,5.403541460769294,5.301062231710582,5.4013384345627165,5.294147073536768,5.573770491803278,5.2644561436650665,5.344824313281396,5.5534525
5.399220977198234,5.268518349947187,5.738759860342171,5.6266876744875285,5.554792639586455,5.580790395197599,5.819338422391857,5.278803977495217,5.558041224736269,5.9609213
5.0235888360782575,4.725951520168416,5.07577596605196,4.794484738860001,5.029700110098295,5.271635817908956,5.258373205741627,5.2433131763016085,5.2071228055799175,4.6688876
5.347863871983607,5.5076774653175375,5.0,5.4819378003803765,5.131520437423027,5.161080540270135,5.444943820224719,5.360684176438721,5.328804615500276,5.0010905
5.34227805135904,5.3218141199654685,5.0,5.511254338198505,5.091634219420313,5.168584292146073,5.392324093816631,5.319047255899059,5.067396052787006,5.000601
5.011461482498095,5.09214832835769,5.441002011741871,5.102239055954599,5.607521071377013,5.528264132066033,5.297619047619048,5.336288427158612,5.434835315529552,5.750112
4.907024536935953,4.989610620863087,5.273088376618778,4.939305104167412,5.1269551236783775,5.1435717858929495,5.258373205741627,5.224804914332958,5.0348574472684255,5.0524445
5.280730020476801,4.889991667410485,5.133034056816988,5.151222954621291,5.0183273542036435,5.189094547273636,5.5,5.325302816964211,5.159110788109142,5.001252
4.967422962695544,5.252443347671653,5.376573900082729,4.830973077497606,5.2119136544767874,5.231615807903952,5.446384039900249,5.255761575693988,5.410219175919823,5.2919064
5.3685319363261215,5.284535535950908,5.2441521981598775,5.457503668439642,5.329887405343885,5.2286143071535784,5.587096774193548,5.14419868787691,5.145935702995038,5.403712
4.926822657328133,4.974775138477819,5.349395360330038,4.985934455560542,5.067195287603073,5.165582791395698,5.354838709677419,5.154436148240382,5.13970616329692,5.020662
5.4025493894914165,5.188311423782904,5.0,5.4860251556766695,5.18740525616543,5.202101050525263,5.554502369668247,5.4152536698570835,5.3647082825432575,5.001591
5.375892279596069,5.150879671880887,5.0,5.4366009733066685,5.184349934786778,5.240120060030015,5.4944444444444445,5.439125823675941,5.3769586605260296,5.0013103
6.3245304742112145,7.166927082870116,6.367747383533096,6.814599104647978,6.464854732895971,6.2096048024012,6.437908496732026,6.1929357531341305,6.430650880754008,6.5031137
5.236772429386092,5.222376502153684,5.6464225375896335,4.785708383344569,5.115120274914089,4.705852926463232,5.1529411764705895,4.593835038500033,5.41206226760344,4.9882336
6.055168100534204,6.230693009405832,6.240055748931973,6.06155907367447,6.041003063665186,6.1205602801400705,6.190140845070423,6.0441721817514455,6.052572322418464,6.114433
5.444786675788612,5.32718823908776,5.583152594009056,5.625188899038579,5.541621879009833,5.375687843921961,5.446009389671364,5.4418156707241385,5.645437185649736,4.830912
5.2995922586484925,5.121832795874591,5.4731950456301295,5.2495038765436375,5.549879230881698,5.5027513756878434,5.3966480446927365,5.3602180798097825,5.2918820932434585,5.8579693
5.172867143617946,5.061453860926863,5.2073088485174015,5.224620664912622,5.093383935651977,5.1505752876438216,5.4243421052631575,5.31325434607276,5.210465133280404,4.9981375
6.154183706178356,6.156182292654591,5.7869716060100425,6.301184884909463,6.457903780068728,6.484742371185592,6.307228915662651,6.506120700428733,6.705523361529645,6.4971004
5.102985703674272,5.0472278137555495,5.319931092881792,5.0291731201638985,5.2420835770988115,5.233616808404202,5.371841155234659,5.181219628729979,5.12550281258285,5.184569
5.2750904583368605,4.986168128452976,5.322963289185531,5.250933788580327,5.191210082507839,5.11455727863932,5.290816326530612,5.077717930622039,5.125304835831649,5.0535803
6.6059538662845885,6.486336950138179,6.533725950038612,6.8074042490267335,6.7439862542955336,6.663331665832916,6.642384105960264,6.75131769249392,6.7444546223897985,6.3709087
5.119528938734615,5.1448749338222886,5.171134699508927,5.2961123693849474,5.32571771342235,5.4072036018009015,5.363970588235294,5.400048547239001,5.399049688686096,5.5373588
5.905353317337452,5.705524495032075,5.863576503715921,5.991629907936157,5.768693993653297,5.8024012006003005,5.928994082840236,5.7527738320178265,5.921426024781419,5.993172
4.9740277599604585,5.005348422483008,5.401916373806978,5.127313507778396,5.267140045072125,5.3851925962981495,5.363970588235294,5.261287526931923,5.1985740240266685,5.086245
5.314856393654522,5.2321164110784935,5.5537578786927915,5.37348977110686,5.355114901492468,5.479739869934965,5.508710801393728,5.374517042627948,5.405609844275912,5.376031
5.004534724641733,4.975973996994706,5.292747645334479,4.965197187053552,5.120903678740821,5.1805902951475735,5.461847389558233,5.1694247008104925,5.163575734359972,5.4147687
5.177110611476508,5.1108377172038475,5.4486319523764895,5.189903523690616,5.384911106180352,5.305152576288143,5.359813084112148,5.335887293224887,5.335696015483887,5.456545
5.724085964232812,5.3301629908382155,5.120845556544143,4.681267351086358,5.085223367697593,5.105552776388193,5.388888888888888,5.142902379155899,5.025346255480038,4.961939
5.150209261875244,5.582263648328627,5.481573580191994,5.289265192308734,5.2260427708739465,5.425712856428214,5.309523809523808,5.314350867202945,5.490633417349142,5.297346
5.739967765020995,5.666230926951298,5.495725611648176,5.785079744216747,5.6624571708865234,5.64632316158079,5.511551155115511,5.792710559050963,5.648550140532661,5.68995
5.491226385454072,5.607636026235677,5.594071254822965,5.4513820093638925,5.621248568155783,5.456728364182091,5.505050505050505,5.351790131098683,5.3003451522467,5.45424
5.576220178635774,5.399564219575703,5.6144667486342135,5.576588752833113,5.534638051450402,5.454227113556779,5.5137254901960775,5.441609678261597,5.4218994243193,5.305972
4.638672268914052,4.833181863612845,6.0,4.555848803926407,5.7731597033821656,5.616808404202101,5.036529680365296,5.277153733350836,5.530067187407386,5.9993567
5.0471971492242265,5.1189349136970375,5.472379811009924,5.155710036383352,5.481366636987629,5.538769384692347,5.1063829787234045,5.339642573069427,5.456454590214728,5.7562885
5.097242140097372,5.024916533017416,5.533762184290742,5.176265132787651,5.3450611457848085,5.233616808404202,5.330578512396693,5.410511055106607,5.418781665864273,5.367211
4.6895420868109605,5.111692252877436,6.0,4.657136997943646,5.880995748628621,5.779889944972488,5.294736842105263,5.636886004709328,5.426146314422338,5.999518
5.194751341520217,4.937869203907659,5.376854870726995,5.220160579530887,5.130053882211348,5.244622311155577,5.290816326530612,5.254299208576128,5.0138222374568135,5.253007
5.256343069491964,5.088049118335811,5.211833891455519,5.15511150364529,5.156725576828669,5.135067533766883,5.330578512396693,5.064546610564622,5.027796244797714,5.076201
6.269490054715914,6.365132125484752,6.027359758352574,6.1937453225300185,5.883161512027493,6.120060030015007,5.819338422391857,6.135908939882926,6.110224651336957,6.0524044
5.4070909185378815,5.810546981099763,5.3866878301644805,5.409986542971038,5.027183431307144,5.263631815907954,5.444943820224719,4.955623071171258,5.292627099642067,4.9264956
6.037868979056674,6.209757489906449,6.107343469329426,6.166500059912047,6.433013678761102,6.365182591295648,6.15593220338983,6.173145397430132,6.43598149335546,6.7295084
5.80176813824157,5.152275757007763,5.597217036162978,5.660719302999897,5.431762395679922,5.368184092046024,5.769230769230767,5.341478907430712,5.393932389219235,5.370853
4.920997535189008,5.159324671108241,5.3742390823082316,5.061234348846896,5.226894165647319,5.368184092046024,5.351282051282051,5.338107136269687,5.339720361005088,5.0337195
5.413235613919508,5.577932750607507,5.446134745777056,5.623611719884164,5.6120196514974685,5.674337168584293,5.594936708860757,5.6564826777031225,6.0734369903987275,6.2470145
4.985893299605869,5.254671909775151,5.28478439125244,5.130964896028623,5.290665853367329,5.299649824912456,5.206349206349207,5.375768523654535,5.203494641989328,5.145313
4.628317541126076,5.328383204983601,5.3211086250506225,5.107106920039806,5.224519834963583,5.423711855927964,5.333333333333333,5.404205001480913,5.583338375450096,5.638436
5.615410415946237,5.638665721337603,5.431133600257536,5.4922617410703936,5.164887196448155,5.302651325662833,5.643518518518517,5.437573462120455,5.37068484336249,5.306029
5.615489597091918,5.581804283080278,5.436603156346243,5.632041339339317,5.305969677917588,5.423711855927964,5.788135593220339,5.472572623416961,5.548183530224099,5.447501
6.153132030275367,6.083346580481295,5.838800065912893,6.2745316138505185,6.0903158267849005,6.16408204102051,6.228260869565218,6.208243677409063,6.305584021418163,6.278932
6.156740219779228,6.384205592549944,6.164926604002429,6.341108822788714,6.139126165930289,6.151075537768882,6.107611548556433,6.032820673215977,6.109435907666542,6.3675876
4.943619080769572,5.224552841546406,5.545213418172276,5.193730682154798,4.993127147766323,5.152576288144072,5.352112676056338,5.066891490679534,5.025053750737122,5.170036
5.337816204173582,5.875383768121287,5.623657405782371,5.50231734293767,5.642784972178356,5.614307153576789,5.473282442748091,5.7157882423714605,5.682729686876709,5.449698
6.220199639757705,5.900100565948559,6.0,6.165700839005807,6.005124495086513,5.974487243621813,6.174358974358975,5.905756293618504,5.799131480805558,5.999839
5.699256837213228,6.02629491577847,5.592748040351175,5.841273035048047,5.743384037463787,5.720860430215107,5.788135593220339,5.70907739630604,5.581613804980574,5.7552295
6.21615105121862,6.100055191793066,6.0,6.351882425550169,6.009076093812458,5.936468234117059,5.842857142857143,5.981949312336553,5.813528942884053,5.9993067
5.163480708338986,5.353190879862753,5.432958859102839,5.393421585644312,5.234325222218074,5.192596298149074,5.392324093816631,5.249731642267051,5.313544066856143,5.3610044
6.21615105121862,6.100055191793066,6.0,6.351882425550169,6.009076093812458,5.936468234117059,5.842857142857143,5.981949312336553,5.813528942884053,5.9993067
5.726182143383429,5.967801956554866,6.0630081387178985,5.856336842351475,5.758160882645417,5.8874437218609295,6.232445520581112,6.086265694922185,5.985665761130768,5.8923388
5.492021455827509,5.462847979709517,5.4293634997882965,5.4227151298496805,5.2119004930524415,5.3396698349174585,5.290816326530612,5.389811258430201,5.066742872351988,5.8367343
5.640147240824375,5.389562372498128,5.477118036927641,5.423085514421184,5.34020618556701,5.397198599299649,5.394578313253012,5.227981371908523,5.2732699528655775,5.6778727
5.632181439244293,5.579782460534855,5.979901466525183,5.5085532443734575,5.795532646048112,5.952976488244122,6.032,6.0020617109216845,5.887217271979179,5.951088
5.636978339565298,5.923824519190293,5.680235114481526,5.6823049246552175,5.786297250859108,5.7983991995998005,5.5137254901960775,5.573414298179914,5.906425848461572,6.1357436
5.512651671177598,5.688093921758739,5.492567253283207,5.65236619405741,5.621106685250087,5.4777388694347176,5.554216867469879,5.364879291078697,5.475223984961512,5.6382484
5.300294280779804,5.249305353055905,5.2281537850452775,5.244987257731305,5.0687285223367695,5.043021510755378,5.046728971962617,5.0362575483870975,5.066070949397192,5.1083555
5.1418404993866345,5.7719018914269125,5.488437856765105,5.1028569578590455,5.2313439614986015,5.265132566283142,5.4362416107382545,4.928783670126256,5.425547046715146,4.8661118
5.6587705495908205,6.057555101188037,5.779514898207284,5.827542970926819,5.839069067488935,5.8429214607303654,5.580188679245284,5.738817797240918,5.764278185631614,5.8711824
6.1246673743026125,5.88156524883603,6.2041662149852295,5.977905952445376,6.005743740795287,6.041520760380192,5.842857142857143,6.040905747783557,5.8244967744986225,5.6186323
5.314417016367627,5.8240857692231796,5.7529066542092275,5.511018738088183,5.6852822778595975,6.0670335167583795,5.783783783783784,5.877921962205412,6.102234852741571,5.7330785
4.782900441808912,5.042027893039705,5.020267152687585,4.686002755860255,4.841704154951579,4.748374187093547,5.05,4.901786057420661,4.770411222769057,4.702409
5.2824490990887405,5.383627716255238,5.468472428395256,5.329165569574617,5.345359890261347,5.398699349674836,5.4,5.214261647515826,4.838925492491585,5.0778856
5.54617515456154,5.34056442704408,5.485432173897616,5.408356951822449,5.359024353802479,5.6123061530765375,5.788135593220339,5.745813839412823,5.5303258135112285,5.601445
5.4395089259494664,5.275341518426637,5.43571736518127,5.308871909738128,5.584294602877078,5.705852926463232,5.446384039900249,5.5619980222367085,5.520655846492241,5.6904273
5.129105613097275,5.144515960077949,5.261347000576985,5.110705886250131,5.186775683578143,5.184592296148074,5.394366197183099,5.236738601115796,5.224401161387476,5.1682835
5.936237211920169,5.8920518346645725,5.835452026013964,5.976846819600966,5.9036098916457025,5.992996498249124,5.928994082840236,5.928617222088537,5.881751557346545,5.709544
5.897123774274976,5.838785076115968,5.785374188013938,5.9386286774362995,5.678339691177411,5.72736368184092,6.128526645768025,6.0200138679512225,5.892338814760939,5.309175
5.572675370240862,5.225897248457663,5.352085383015651,5.331727556495464,5.347651015887774,5.47823911955978,5.594936708860757,5.500481226289129,5.417131108015605,5.458068
5.450616814698289,5.4771584818977646,6.0,5.518959864618812,5.966280415027559,5.849424712356178,5.479166666666668,5.5655107612588,5.823105944386146,6.001042
5.8408087141374025,6.1318646706406605,7.0,5.943113554639788,6.8234822451317285,6.609304652326162,6.128526645768025,6.1551708106386425,6.178815071704421,6.9985056
5.389025034420158,5.423651883279903,6.0,5.49606929928544,5.928616057482038,5.837418709354677,5.254545454545455,5.6527548966236605,5.777195355784099,5.999413
5.8445502682698365,6.028212692575629,7.0,6.00148962126478,6.81937059142702,6.594297148574286,5.957142857142857,6.2342041108162185,6.445007709839647,6.999519
5.24657458072109,5.0385539522442535,5.289399152079273,5.166859415241071,5.121226538164161,5.110555277638818,5.22279792746114,5.201398200593473,5.136348662506937,5.0376906
